-2.2788096835311356e-15,0.0,-9.737364522081867e-16,0.0,0.0,0.0,-1.908962652134737e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026104e-16,1.292828751610612e-15,0.0,2.2207770259870132e-15,5.245910816854931e-16,-1.3949862644179673e-15,-1.4069832516141649e-15,1.8278307078645664e-15,0.0,0.0,0.0,-2.212906829964217e-15,1.2878378298708418e-15,4.814342326527775e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390931221e-15,-2.0919857194377215e-15,0.0,0.0,-9.750547286096144e-16,0.0,-1.59588451506791e-15,3.026133822853028e-17,0.0,-2.033921780609181e-15,0.0,0.0,-1.6581617953696367e-15,0.0,2.1299318102651846e-15,3.969364509192545e-16,4.668763505592646e-16,9.102468993086757e-17,-9.179208911673765e-16,0.0,0.0,0.0,-8.591122308394704e-16,0.0,0.0,0.0,0.0,7.060454587465274e-16,-5.344156312524397e-16,0.0,0.0,-1.2862701785341843e-15,6.692376825039156e-16,-1.0542048188829723e-15,-2.4073624484713056e-15,0.0,4.0843018305186715e-18,0.0,-2.2310003707681092e-15,0.0,0.0,-1.1101062599639732e-15,3.1777223824619555e-15,0.0,0.0,0.0,8.009518300595387e-16,2.3008660091636913e-15,0.0,0.0,-6.008977818064918e-16,1.7583740402785638e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.0740536120309532e-16,8.307951394205711e-16,0.0,-1.7211510555445694e-15,0.0,-1.1736305868700453e-15,0.0,0.0,0.0
-4.2599563517547567e-16,-2.8704753974954233e-16,0.0,1.2800399341938396e-16,0.0,0.0,1.3833788450764167e-16,5.55934899006541e-16,0.0,0.0,0.0,6.536166496474597e-16,0.0,0.0,0.0,2.2880635635272624e-16,3.603315146523343e-16,-8.318436288380618e-17,1.6281943775088462e-16,0.0,-1.267628380029482e-16,0.0,3.158255096315732e-16,0.0,4.0316373282291676e-16,0.0,-6.490935927608934e-17,-5.298498705548056e-16,-8.187386442346816e-17,-3.5206776947368746e-16,0.0,0.0,-3.8525330875291705e-16,0.0,0.0,-1.8662118354370193e-16,0.0,-4.801229851747479e-16,0.0,0.0
1.8825833758161319e-16,1.0861992093604234e-68,1.4734080229469217e-78,-2.220446049250313e-16
